title,Number_of_tags,class_val
44 Insane President's Day Sales To Shop Right Now,9,1
We Tried Edible Body Paint And It Was Grosser Than You Ever Imagined,10,1
Here's What It Actually Means To Have A Work Wife,10,1
17 Valentine's Day Cards Full Of Hot Love And Emotion,6,1
"Katie Holmes Says ""Dawson's Creek"" Is Too '90s For A Reboot",4,1
The Best Wine Bar In Every State For When You Want To Get Classy Drunk,10,1
People Are Wearing Glitter Tears Under Their Eyes And It's Actually Catching On,6,1
This Comic Shows The True Struggle Of Adulting While Awkward,8,1
"Kelly Ripa Thanking You For Watching Her On ""Live"" Will Bring You To Tears",2,1
18 Dating Stories That Will Make You Want To Ask Out Your Crush,7,1
"Here's Our First Look At Kerry Washington As Anita Hill In ""Confirmation""",4,1
You'll Wish You Could Take This Dog Home After You See Her Dance,0,1
Bearded Women Kiss Their Boyfriends To Show Men How It Feels To Kiss A Beard,10,1
"It Looks Like Paris And Doyle Are Still Together In The ""Gilmore Girls"" Revival",5,1
Here Are 18 Romantic AF Movies & Shows To Stream On Valentine's Day,3,1
"The First New ""Powerpuff Girls"" Clip Has Buttercup Beating Up A Misogynist Lumberjack",4,1
"April Is Coming Back To ""Gilmore Girls"" And People Are Very Upset",8,1
15 Things Sex Therapists Really Want You To Know,4,1
21 Women Who Can Teach You How To Slay,6,1
13 Meet-Cute Stories That Actually Happened In Real Life,4,1
13 Meet-Cute Stories That Actually Happened In Real Life,4,1
42 Photos Of What It Looked Like Inside Kanye West's Fashion Show,6,1
Which Woodland Creature Should Give You A Pep Talk,0,1
26 Things French People Find Kind Of Strange About The U.S,2,1
"24 Reasons Why There Will Never Be A Movie Greater Than ""10 Things I Hate About You""",3,1
Kristen Wiig Pretending To Be Peyton Manning Is Just Too Much,4,1
This Food Test Will Determine Your Boyfriend's Personality,6,1
21 Things You'll Just Get If You're Vain AF,5,1
Adele Is On The Cover Of Vogue Looking Like A Damn Piece Of Art,3,1
Here Is A Photo Of Pope Francis In A Sombrero,5,1
Couples Can Actually Rent This Couple's Home For Free Through Airbnb,2,1
28 Delightful Free Phone Wallpapers That'll Make You Smile,8,1
27 Wonderfully Geeky Products You Never Knew Your Kitchen Needed,10,1
Lil' Kim Charmed The Whole Kardashian Family At Kanye's Fashion Show,6,1
8 Things No One Tells You About Working With Anxiety,5,1
18 Insanely Pretty Beet Recipes For Valentine's Day,0,1
12 Perfect Cards For When You Just Can't Stand Valentine's Day,9,1
19 Ways Pink Eyeshadow Can Actually Look Totally Badass,6,1
The Only Plans You Should Be Making This Valentine's Day,10,1
Rebel Wilson And Dakota Johnson Answer Your Dating Questions,10,1
19 Things That Mildly Irritate All Farmers,4,1
How To Make Sheet Pan Salmon With Crispy Kale,10,1
9 Differences Between Hanging Out With Your New Friend Vs. Your Best Friend,5,1
"How Well Do You Remember ""The Office"" Seasons 1-3",4,1
This Dog Was Sworn In As A City Mayor For A Day - BuzzFeed News,5,1
BuzzFeed Crossword: Freestyle Challenge,5,1
"The ""Friends"" Creators Can't Stress Enough That A Reboot Will Never Happen",4,1
Valentine's Day In Japan Has Gotten Completely Out Of Control - BuzzFeed News,8,1
Kanye West Also References Kim Kardashian's Sex Tape On His New Album,1,1
Kids In This Country Town Are Getting Skin Infections And They Say The Water Is To Blame - BuzzFeed News,9,1
Which Cool Outer Space Shit Are You Based On Your Zodiac Sign,6,1
19 Things That Are Romantic In Films But Terrible In Real Life,4,1
Strangers Talked About What Having Sex With Each Other Would Be Like,10,1
18 Heartbreaking And Gorgeous Photos Of A Community Fighting To Keep Chinese Opera Alive - BuzzFeed News,5,1
"How Well Do You Remember The Second Season Of ""The Simpsons""",5,1
Do You Know What Happened In The News This Week - BuzzFeed News,0,1
People Are Not Happy With The Daily Mail Shaming Gillian Anderson Over Her Looks - BuzzFeed News,2,1
Look How Happy This Service Dog Is When He Meets Pluto At Disneyland,4,1
"Can You Guess The Season Of ""How I Met Your Mother"" Based On Lily's Hair",6,1
12 Things Salvadoran Americans Are Tired Of Hearing,0,1
"31 Times ""Scream Queens"" Perfectly Described A Night Out With Friends",5,1
This Grandma Just Hit The Sickest Beer Pong Shot Of 2016,6,1
"""We're All Africans,"" Says Meryl Streep On All-White Berlin Jury - BuzzFeed News",8,1
"We Know Your Favorite Celebrity Based On Your Favorite ""Agents Of S.H.I.E.L.D."" Character",4,1
Can You Identify The Disney Character By Just Their Mouth,5,1
Two Huge Broadway Stars Covered Selena Gomez And It's Amazing,6,1
A Dad Who Delivered His Daughter At Home Caught The Special Moment On Camera - BuzzFeed News,2,1
Which Shondaland Hunk Should Be Your Valentine,5,1
21 Hilarious Tweets That Perfectly Sum Up Your Relationship With Your Co-Workers,6,1
"Which ""How To Get Away With Murder"" Character Should Be Your Partner In Crime",6,1
Misty Copeland Recreates Iconic Paintings And It's Absolutely Stunning,10,1
Blake Lively And Ryan Reynolds Fell In Love On A Double Date With Other People,4,1
This Site Tells You What Kind Of Dog You Are - BuzzFeed News,5,1
"Here Are 20 New Photos From The Next Season Of ""Game Of Thrones""",3,1
People Review The New Barbie Bodies,10,1
16 Social Media Memories That Will Haunt Your Nightmares,7,1
14 Valentine's Day Cards You'd Actually Send Your Significant Other,7,1
"A List Of The Most Romantic Jim & Pam Episodes Of ""The Office"" To Binge-Watch On Valentine's Day",5,1
17 Times Shonda Rhimes Ruled The Damn World,6,1
Which ShondaLand World Do You Belong In,8,1
9 Celebrity #TBT Photos You May Have Missed This Week,10,1
21 Things That Will Give Early 2000s Tweens Severe Flashbacks,10,1
31 Childhood Photos Of Amy Schumer That Are Just Too Damn Cute,7,1
The 23 Most Evil Things That Have Ever Happened,0,1
Ryan Reynolds Thinks Superhero Movies Should Have More Sex And Violence,10,1
7 Ways Men Think All Women's Legs Can Move Because Of Bad Porn,1,1
I Tried To Be Britney Spears On Instagram,10,1
9 Ways To Sexually Surprise Your Man,5,1
Literally Just 23 Great Jokes,3,1
A Couple's Bodies Were Found Embracing Each Other In The Aftermath Of Taiwan's Earthquake - BuzzFeed News,2,1
19 Tweets About Valentine's Day That Will Actually Make You Laugh,10,1
"Olivia From ""The Bachelor"" Made It Off That Beach They Left Her On",5,1
I Turned My LinkedIn Profile Into A Dating Profile,10,1
"How The Coens Tricked You Into Thinking ""Hail, Caesar!"" Is About Nothing - BuzzFeed News",6,1
Can You Guess What Happens When You Try To Eat 50 McDonald's Nuggets In 5 Minutes,6,1
"Get Excited For A Second Season Of ""Master Of None""",5,1
9 Houses That Look Normal On The Outside But Are Anything But On The Inside,2,1
Jennifer Aniston And Justin Theroux Have Everyone's Dream Valentine's Day Plans,5,1
Elmo's Twitter Is Lit AF,2,1
This WWII Veteran's Reunion With His Wartime Sweetheart Will Make You Feel All The Things,3,1
We Tried To Stop Using Exclamation Points And It Was So Hard,10,1
"17 Reasons Brandy Is Black History, Present, And Future",8,1
What Do You Wish You Knew Before You Started Losing Weight,4,1
18 Books That'll Win The Heart Of Your Valentine,10,1
"The New Trailer For ""The Huntsman"" Is Glorious",5,1
13 Awards You Deserve If You've Ever Had A Period,4,1
"Poll: Who Should Rory End Up With In The ""Gilmore Girls"" Revival",9,1
What Is Your Best Advice For Dating Someone With Depression,5,1
26 Hilarious Tweets About Birth Control That Will Get You Every Time,6,1
"Superman And Lois Lane Get It On In The ""Batman V. Superman"" Trailer",9,1
19 Easy Ways To Prove That You're Down With The Kids,4,1
How To Make An Easy Skillet Sweet Potato Frittata,10,1
Ryan Reynolds Played Sensual Music While His Wife Was In The Delivery Room,10,1
"Terrifying, Dizzying Images Of Man Being Rescued From Tip Of Submerged Boat - BuzzFeed News",9,1
"A Fitness Instagrammer Is Showing How Easy It Is To Fake A Body ""Transformation"" - BuzzFeed News",6,1
What's Going On Around The World - BuzzFeed News,0,1
You Can Return Nordstrom Goods To Nordstrom Rack And Vice Versa - BuzzFeed News,7,1
How To Make Toasted Chile Chicken Skewers,8,1
OK Go's Latest Zero-Gravity Music Video Is Absolutely Bonkers,6,1
17 Things You Realise After You Leave Your All-Girl School,4,1
"This Is What The Cast Of ""St Trinian's"" Look Like Now",3,1
This Student With A Disability Got Asked To The Prom In The Sweetest Way - BuzzFeed News,7,1
16 Cute And Practical Valentine's Gifts,0,1
19 Lucky People You Would Rather Be Right Now,3,1
"Celebrities Read The Lyrics To ""Sorry"" And Got So Freakin' Into It",7,1
A 9-Year-Old Boy With Cerebral Palsy Won Everton's Goal Of The Month Contest And The Whole Thing Is Amazing,3,1
21 Insane Gadgets To Make Your iPhone Even Cooler,6,1
27 Pictures That Are Way Too Real If You Have A Four-Person Family,8,1
28 Gooey Brownies That'll Change Your Life Forever,4,1
A Bunch Of Teenagers Threw Onions In This Toilet And Now Everyone's Fighting About It - BuzzFeed News,6,1
J.K. Rowling Has Some Important Advice For Gryffindors With Anxiety,7,1
This Adorable Pig Looks Like A Sheep And Is As Tame As A Dog,4,1
The Magical World Of Underground Night Personalities,2,1
Why Dogs' Minds Might Be More Like Human Minds Than We Thought,4,1
David Bowie's Son Revealed He's Going To Be A Father With A Very Sweet Cartoon,3,1
How Safe Are Sex Workers In The City Where One Was Killed Under Police Watch - BuzzFeed News,5,1
23 Tweets About Lawyers And Trials That Will Make You Laugh Out Loud,8,1
This Dog Riding A Bike With A Helmet On Is The Cutest Damn Thing You'll See All Day,10,1
32 Indian Comedians' Most Retweeted Jokes On Twitter,8,1
This Man Wrote A Powerful Blog About Anxiety After Having A Panic Attack On Live TV - BuzzFeed News,4,1
The Elephant That Was Rampaging Through Darjeeling Has Finally Been Caught,5,1
"If Hogwarts Students Were ""Mean Girls"" Characters",4,1
"""Top Gear"" Has Seven Presenters Now And People Are Taking The Piss",2,1
"100 Times The ""Harry Potter"" Movies Were Visually Perfect",6,1
19 Times Ryan Reynolds' Instagram Made Him Even More Irresistible,5,1
21 Ways To Use Chocolate And Strawberries Outside Of The Bedroom,7,1
What Crazy Sex Tip Should You Try Based On Your Zodiac Sign,1,1
24 Miss J. Alexander Reaction GIFs For Any Situation,4,1
Everyone Is Enthralled By This 9-Year-Old Boy's Superhero Wish Coming True - BuzzFeed News,4,1
11 Ways The Reality Of Valentine's Day Doesn't Live Up To The Instagram Expectations,5,1
An Artist Gave Disney Couples Modern Makeovers And They're Fierce AF,5,1
"Which ""Friends"" Character Are You Least Like",10,1
"""Deadpool"" Is No Antidote For Superhero Fatigue",10,1
15 Things That Happen When You Watch Too Many Crime Shows,5,1
This One-Question Quiz Will Tell You How Gullible You Are,4,1
An Exact Replica Of The Titanic Will Set Sail In 2018,10,1
How Well Do You Actually See The Color Yellow,4,1
Are You In Formation,5,1
"Can You Remember The First Episode Of ""Full House""",10,1
I Took My Clothes Off For An Audience As A Plus-Size Woman And It Ruled,5,1
17 International Starbucks Items That We Need Immediately,6,1
"Doug Keeps On Doing That Whole Murder Thing In The New ""House Of Cards"" Trailer",5,1
19 Things People Who Love Drama Know To Be True,10,1
18 Things Everyone Who's In A Relationship With Sephora Knows To Be True,10,1
This Quiz Will Answer What You Should Give Up For Lent,10,1
This Is For Everyone Who Fits Into Both Slytherin And Hufflepuff Houses,8,1
24 Pictures That Make Way Too Much Sense If You Drive,5,1
Stop What You're Doing And Add Lady Gaga On Snapchat,3,1
What Pet Names Do You And Your Significant Other Call Each Other,4,1
12 Karaoke Songs That Are Perfect To Do With A Partner,8,1
29 Pictures That Will Give You Severe Flashbacks To The Late '90s And Early '00s,10,1
What Would You Say If Your Company Announced They Wanted To Replace  You With Robots Someday,8,1
These Are The Products That Have Been Trending On Amazon This Week,5,1
"Dear Guys, Please Immediately Stop Using Your Cell Phones At Urinals",6,1
"Dear Guys, Please Immediately Stop Using Your Cell Phones At Urinals",6,1
Here's The Free Valentine's Day Gift You Can Give Literally Anyone,6,1
Hilary Duff Is Having The Cutest Family Vacation In Hawaii,3,1
14 Valentines That Mean Business - BuzzFeed News,6,1
I Tried San Francisco's New $15 Coffee,3,1
17 Delicious Pies For People Who Love Baking,4,1
A Wild Elephant Wandered Into A Small Town And Went On A Rampage - BuzzFeed News,4,1
We Know Whether You Should Really COME TO BRAZIL,9,1
Ryan Reynolds Knows You Want More Female Superhero Movies - BuzzFeed News,10,1
Van Gogh's Bedroom Has Been Re-Created And You Can Sleep In It - BuzzFeed News,6,1
Thousands Of Students Skipped School To Celebrate The Broncos Super Bowl Win - BuzzFeed News,5,1
I Went To The IRL Derek Zoolander Center And It Was Ridiculously Cool,5,1
This Girl Used Makeup To Turn Herself Into Gigi Hadid And It's So Good,3,1
Grant Gustin Does What No Else Has Done Before By Looking Hot In A Beanie,4,1
"Only Watch The Trailer For ""The Purge: Election Year"" If You Want Nightmares",5,1
A Mom Is Sharing Selfies With Her Ileostomy Bag To Inspire Others To Love Themselves - BuzzFeed News,4,1
"Oh My God, There's Going To Be A ""Friday Night Lights"" Reunion In Texas",6,1
17 Food Questions You Didn't Know You Needed An Answer To,10,1
"Justin Bieber's ""GQ"" Cover Will Make You Feel Some Type Of Way",3,1
"The ""Broad City"" Season 3 Trailer Is Here And It's Funny AF",3,1
14 Things All Book Nerds Will Relate To On Valentine's Day,8,1
17 Just Great Looking Dogs,4,1
43 Things Bernie Sanders Is Probably Doing Today,3,1
Ryan Reynolds Was Destroyed By Katie Holmes In A Game Of Musical Beers,7,1
Ava DuVernay Would Like To Remind You Diversity Is Not That Hard,7,1
These Spicy Slow Cooker Carnitas Are The Perfect Weeknight Dinner,10,1
You Have To Watch This Video Of An Elsa Mascot Dancing At Carnival - BuzzFeed News,8,1
23 Words That Have A Totally Different Meaning If You Were Raised By Caribbean Parents,5,1
Blake Lively And Ryan Reynolds Continue To Be Actual Relationship Goals,5,1
It's Time For Us To Realize That Leonardo DiCaprio Doesn't Need An Oscar,4,1
What Discontinued Fast Food Item Do You Miss The Most,5,1
People Are Now Doing Hand Makeup And It's Actually Mesmerizing,3,1
Vanessa Hudgens Shared A Heartbreaking Photo Of Her Father's Grave,5,1
17 Things That Are Too Real For People Who Always Drop Their Phone,7,1
"19 Gifts For People Who Are Slightly Obsessed With ""Minecraft""",8,1
39 Things That Completely Terrify Everyone Who Works In An Office,2,1
16 DIY Projects That Will Speak To People Who Lose Literally Everything,10,1
"22 Times People Met Celebrities And It Was Really, Really Lovely",10,1
What's Going On Around The World Today - BuzzFeed News,0,1
31 Magical Tattoos That You'll Never Regret,10,1
This Rainbow-Inspired Hummus Is Almost Too Gorgeous To Eat,10,1
Here's What Real Vegetarians Actually Eat,9,1
Your Valentine Would Appreciate A Cute Little Treat Like This One,10,1
11 Valentine's Cards Only Lesbians Will Understand,7,1
Just A Reminder That Keira Knightley Used To Dress Like This,6,1
"Which Hogwarts Houses Do These ""Gossip Girl"" Characters Belong In",4,1
A Guy Allegedly Threw A Gator Through A Wendy's Drive-Thru Window - BuzzFeed News,4,1
"Can You Identify These ""The Simpsons"" Characters By Their Feet",7,1
Which Nutella Dessert Are You Based On Your Birth Month,4,1
24 Pictures That'll Give You Mildly Traumatic School Flashbacks,7,1
Ailing Dolphin Dies At SeaWorld San Antonio - BuzzFeed News,7,1
Here's What Your Girlfriend's Period Wants You To Know,10,1
What Is Your French Name,8,1
Which Shia LaBeouf GIF Matches Your Zodiac Sign,5,1
This Baby Got Really Confused When He Was Babysat By His Dad's Twin,7,1
Small Gains Overshadowed By Staggering Inequality In Closing The Gap Report - BuzzFeed News,9,1
"The Hardest ""10 Things I Hate About You"" Quiz You'll Ever Take",4,1
14 People Describe The Exact Moment They Realised They're In Love,9,1
This Woman Made A Robot To Help Her Apply Lipstick And It's Hilariously Bad,10,1
23 Things That Happen When Two Girls Live Together,6,1
Which Rap Artist Are You Based On Your Zodiac Sign,3,1
23 Times Justin Bieber's Instagram Awakened Your Inner Thirst,4,1
This Writer Penned A Poem For Each Night She Went Over The Manhattan Bridge,7,1
This Cyst Popping Video Is Actually Kind Of Exhilarating,6,1
This Bystander Just Stopped A Criminal By Tripping Him And It's Amazing,9,1
17 Ways To Have An Amazing Valentine's Day All By Yourself,0,1
"Which ""Undertale"" Character Matches Your Personality",6,1
Take It Back To The '90s With These Nostalgic AF Pancakes,8,1
"If ""Oregon Trail"" Was Made For Twentysomethings",10,1
This Telenovela Hunk Will Get You All Hot And Bothered,10,1
Here's Why You Need To Try Venezuela's Version Of Cheese Sticks,10,1
"This Maid Of Honor's ""Ice Ice Baby"" Wedding Toast Is Flawless",4,1
"What's Your ""Friends"" IQ",5,1
Google Is Giving Away 2 GB Of Free Storage All Day Long,3,1
"Asos Removes ""Slave"" Shirt Pictured On Black Model Amid Backlash",6,1
26 Things People In A Relationship Will Never Ever Understand,3,1
Ian McKellen Got Choked Up Reading This Beautiful Coming Out Letter,4,1
29 Truths Only '90s Latina Girls Will Get,10,1
If Disney Princesses Were From Florida,6,1
This Cop Ended Up Delivering A Baby During A Routine Traffic Stop,9,1
20 Things That Happen When You're Out With The Squad,6,1
A New Study Shows 92% Of College Students Prefer To Read Paper Books,7,1
"Things You Might Not Know About Taylor Swift's ""Out Of The Woods"" Video",10,1
31 People Who Are Really Nailing This Whole Marriage Thing,9,1
18 Times People Had Hilariously Different Reactions On The Internet,4,1
Can You Identify Bands By Their Rolling Stone Covers,5,1
17 Problems You'll Understand If You're Tall-Ish,3,1
What's The Most Romantic Way You've Been Asked Out,5,1
When Was The Exact Moment You Fell In Love With Your S.O,6,1
What It Feels Like When Everyone Is Making Art But You,10,1
24 Decadent ATL Foods That Won't Break The Bank,6,1
12 Charts That Speak To Anyone That Stays Up Too Late,4,1
How Much Of A Southerner Are You Really,1,1
17 Beauty And Skincare Products You Should Steal From Bae,4,1
See 100 Years Of Egyptian Beauty Looks In Over A Minute,2,1
"We Had The Cast Of ""How To Be Single"" Debunk Dating Rules",9,1
14 Reasons Working Out On Your Period Is Actually The Devil's Work,8,1
62 Breathtaking Images From Rio De Janeiro's Carnival,2,1
If Nail Polish Colors Were Named Honestly,5,1
The Founders Of This Gay Dating App Won't Stop You Searching By Race - BuzzFeed News,0,1
Will Smith Showered The Original Aunt Viv With Compliments,4,1
"According To ""Ghostbusters II"" The World Will End This Sunday",4,1
"This New ""Sports Illustrated"" Model Is The Magazine's Curviest Yet",5,1
"We're Geeking Out Over This ""Star Trek"" News",6,1
Ryan Reynolds Flew Halfway Across The World To See Blake Lively For A Day,4,1
17 Things You Need To Know About Cutting Calories To Lose Weight,2,1
Tell Us The Creepiest Thing A Child Has Ever Said To You,3,1
20 Absurdly Chic Dogs That Have Mastered The Art Of Winter Dressing,4,1
Here's A Weeknight Pasta That You Can Make In 20 Minutes,7,1
15 Absolutely Brutal Texts From Your Social Anxiety,3,1
You've Probably Been Applying Sunscreen Wrong Your Entire Life,10,1
"Meet The Actor Who Outshines Even Channing Tatum In ""Hail Caesar!""",10,1
23 Valentine's Day Gift Ideas You'll Wish You Thought Of First,4,1
Ben Stiller Made A Super Bowl Commercial For Female Viagra,3,1
How A Serial Catfish Tricked Famous Men And Almost Got Away With It - BuzzFeed News,7,1
Here's How To Actually Enjoy Valentine's Day,10,1
Look At This Incredibly Rare Albino Baby Sea Turtle Making Its Way To The Ocean,3,1
17 Super-Necessary Hacks For Anyone With A Car,7,1
23 Super Cute Contact Paper DIYs To Transform Your Home,10,1
"Which Rare Cat From ""Neko Atsume"" Are You Based On Your Zodiac",4,1
What's Going On Around The World Today - BuzzFeed News,0,1
15 Really Random Things That Make Adorable Stamps,6,1
19 Insanely Cute Trays That Will Help Keep Your Things Organized,6,1
A French YouTube Star Was Caught Plagiarizing From American Videos - BuzzFeed News,6,1
This Secret Ingredient Will Change Your Grilled Cheese Game,6,1
Watch This Trans Guy Come Out To His Friends In The Best Way - BuzzFeed News,7,1
This Cute Dog-Sized Rabbit Needs To Find A Family - BuzzFeed News,6,1
Look At This Amazing Timelapse Video Of Lightening Storms From Space - BuzzFeed News,4,1
7 Things That Happen When You're The Child Of An Alcoholic,4,1
"These Photos Of A Monkey Being Captured, Tied, And Caged Will Break Your Heart",5,1
This Mom Gave Birth To Mixed-Race Twins With Completely Different Skin Colors - BuzzFeed News,8,1
14 Trully Crappy Reviews Of Oscar-Nominated Films,10,1
32 Unbelievable Confessions About Masturbation,4,1
Starbucks' Valentine's Day Drinks Are Here And They Are Super Chocolatey - BuzzFeed News,3,1
19 Signs You've Worked In Retail For Too Damn Long,6,1
Are These Celebrities Naturally Blonde Or Brunette,1,1
This Cat Who Catches Mice At A Train Station Just Got Promoted - BuzzFeed News,4,1
A Man Mocked This Woman's Graduation Photo With Nutella Blackface - BuzzFeed News,4,1
"Kanye West Has Revealed His Album Title Is ""The Life Of Pablo""",4,1
Outrage After Car Found Spray Painted With Vile Islamophobic Slurs - BuzzFeed News,6,1
12 Photos That Reveal The British Class System In The 1970s And 1980s,2,1
"Here's What Happened When I Tried Five ""Easy"" And ""Cheap"" Office DIYs",3,1
Watch A Gay Indian Man's Stunning Transformation Into Drag,9,1
"The New Trailer For ""X-Men: Apocalypse"" Is Honestly Next-Level Insane",4,1
19 Texts That Are Way Too Real For Anyone Who's A Little Bit Greedy,5,1
You Will Never Use Chopsticks A Different Way Again,7,1
13 Beautifully Honest Valentine's Cards For People Who Are Single AF,7,1
19 Texts That Are Way Too Real For Anyone Who's A Little Bit Greedy,5,1
You Will Never Use Chopsticks A Different Way Again,7,1
13 Beautifully Honest Valentine's Cards For People Who Are Single AF,7,1
What Role Would You Play In A Disney Movie,5,1
19 Pictures That Won't Make Sense Unless You're An Older Sister,6,1
How Much Of A Makeup Addict Are You,3,1
18 Euphoric Moments For Twentysomethings Who Are Basically Grandmas,4,1
We Tried Edible Lingerie For Valentine's Day And It's Absolutely Horrifying,8,1
19 Photos That Won't Make Sense To Anyone Who Doesn't Wear Makeup,7,1
Which Evil Star Wars Faction Would You Join,4,1
18 Lies We All Tell On A Regular Basis,3,1
Would You Still Love Me The Same,5,1
Which Newly Revealed Wizard School Should You Study Abroad At,8,1
16 Truths For People Who Assign Personalities To Numbers And Letters,5,1
"How Likely Are You To Be Struck By A Meteorite, Really",5,1
What Would You Rather See Than A Dick Pic,10,1
"Which Occupation From ""The Bachelor"" Should You Actually Be Doing With Your Life",0,1
32 Illustrations For Anyone Who Thinks Women Make Badass Knights,8,1
"Would You Make It To The Final Rose Ceremony On ""The Bachelor""",3,1
This Dad Used An App To Switch Faces With His Baby And It's Both Hilarious And Scary,10,1
"Here's A Clever Thing You Never Noticed About ""Beauty And The Beast"" And ""Aladdin""",4,1
I Made My Friend Wear A Left Shark Costume For The Entire Super Bowl And Here's What Happened,2,1
A Woman Realized She Was Pregnant After She Saw Weird Data On Her Fitbit - BuzzFeed News,0,1
We Know Whether You'll Be Alone On Valentine's Day,10,1
Meet The Inspiring Plus-Size Pole Dancer,3,1
"There's A Place Where You Can Ride Falkor From ""The NeverEnding Story""",10,1
21 Things That Are Goddamn Disappointing Every Fucking Time,7,1
A Dutch Organization Is Providing Free Abortions For Women In Zika-Affected Regions,6,1
18 Things People Who Live Alone Will Never Understand,10,1
"You Need To See Gigi Hadid Naked On The Cover Of French ""Vogue""",5,1
17 Insanely Awesome Starbucks You Need To See,3,1
17 Reasons Emily Gilmore Is A Masterpiece,3,1
16 Times Chris Martin Was Really Just An Excited Puppy,4,1
24 Pictures That Will Straight Up Fuck You Up,3,1
59 Rihanna Lyrics For When You Need An Instagram Caption,4,1
17 Celebs Who Prove Long Hair Isn't The Only Way,6,1
9 Best Wines Under $9,10,1
AeroMexico Publicly Apologizes To Sikh Model For Refusing To Let Him Board Because Of His Turban - BuzzFeed News,10,1
17 Text Messages People Who Don't Have A Sister Won't Understand,3,1
19 Coming Home Outfits You Need For Your Newborn,4,1
"You Can Buy A Lock Of John Lennon's Hair If You Have At Least $12,000 - BuzzFeed News",4,1
18 Pictures That Are Way Too Real If You Have A Brother,4,1
22 Simple Rings That'll Give You All The Feels,9,1
21 Pictures That Are Way Too Real For People Who Grew Up With Strict Parents,7,1
17 Things That Actually Helped Me Lose 85 Pounds,9,1
21 Pictures That Won't Make Sense To Non-Cat People,1,1
"Will Ferrell Is Now An Exotic Animal Expert For ""The Late Show""",5,1
How To Write An Autobiographical Novel,10,1
This Politician Just Praised The Hell Out Of A School Principal For Standing Up For Trans Kids - BuzzFeed News,9,1
"It Took Us A Serious Minute To Figure Out Who The Famous Person On The Cover Of ""Elle"" Is",4,1
These Terrifying Videos From People Trapped On A Cruise Ship During A Storm Will Freak You Out - BuzzFeed News,5,1
The Easiest Patronus Quiz You'll Ever Take,4,1
"18 Reasons Spotify Ads Are Worse Than Dying A Horrifying, Painful Death",1,1
"Ryan Reynolds Says The Nude Fight Scene In ""Deadpool"" Is Basically All Him - BuzzFeed News",8,1
Serious Question: Is Orlando Bloom Katy Perry's Uber Driver,6,1
A Group Of Young Indians Revealed The Lies Their Parents Told Them As Kids,3,1
Taco Bell's Quesalupa Is Really A Glorified Chalupa - BuzzFeed News,4,1
What Brave Thing Should You Do Today,0,1
17 Genius Tips For Dealing With Impostor Syndrome,4,1
WWE Superstar Daniel Bryan Has Announces His Retirement From Pro Wrestling Via Twitter,10,1
We Need To Talk About Lady Gaga Being A Flop,2,1
22 Faces Anyone Who Absolutely Hates Flying Will Recognize,7,1
What It Looks Like To Not Throw Your Trash Out For A Week,6,1
T.J. Miller Reacting To Super Bowl Commercials Is Hilarious,5,1
These Random Questions Will Determine Your Sexual Vibe,4,1
Which Super Bowl Halftime Show GIF Are You Based On Your Birth Month,8,1
Comic Artists Shared Every Hour Of Their Life On Hourly Comic Day,10,1
This Woman Is Posting Heartbreaking Stories About Mental Health On Instagram To Fight Stigma,5,1
I Successfully Proposed To My Girlfriend And Now I Have Some Advice For You,10,1
42 Things You'll Understand If Your Life Is Literally A Sitcom,4,1
"Ryan Reynolds Surprises Mega ""Deadpool"" Fan With Tickets To NYC Premiere",4,1
What's The Most Romantic Literary Valentine's Day Gift,10,1
Here's How To Make An Easy One-Pot Winter Chili,10,1
BuzzFeed Crossword: Drop A Beat,6,1
11 Tricks That Will Make Solving Any Crossword Much Easier,5,1
Can You Get Through This Post Without Relating To It,2,1
22 Things You Need To Know About Emetophobia,8,1
24 Stuffed Toys To Buy The Weirdest Person You Know,6,1
10 Leftover Makeovers You Won't Believe,0,1
These Teriyaki Chicken Pineapple Boats Are Actually So Easy,9,1
18 Perfect Valentine's Gifts For Your Gal Pal,2,1
22 Pictures People Who Don't Own A Dog Will Never Understand,4,1
26 Things You'll Understand If You're Sightly Obsessed With Wine,4,1
Apparently The Wi-Fi In The White House Is Crap And Annoys The Obamas - BuzzFeed News,6,1
Everyone Thinks Chris Martin Is This Year's Left Shark,5,1
People Are Grossed Out By The Doritos Super Bowl Ad,5,1
16 Things Lady Gaga Looked Like During Her Super Bowl Performance,3,1
Here Are All The Super Bowl Commercials People Will Be Talking About,1,1
Police In London Are Considering Using Eagles To Take Down Drones - BuzzFeed News,5,1
People Love This Instagram Account Showing The Everyday Activites Of Muslim Clergymen - BuzzFeed News,4,1
Canadian Twins Killed Sledding On Closed Olympic Track - BuzzFeed News,4,1
A Man Died After Participating In A Run Requiring Participants To Eat 12 Donuts - BuzzFeed News,5,1
"24 Times The ""How To Get Away With Murder"" Cast Gave Us Serious Squad Goals",6,1
Which Kardashian-Jenner Girl Are You,8,1
14 Americans Living Abroad Share The Ups And Downs Of Life Overseas,8,1
An Artist Drew Disney Men As Justin Bieber And The Outcome Is Glorious,10,1
What's The Most Incredible Response You've Given To An Ex Who Texted You,6,1
26 Valentine's Day Ideas Every Parent Needs To Know,6,1
"Which ""New Girl"" Man Should Be Your Valentine This Year",5,1
These Mini Cheesecakes Will Make You So Content With Life,10,1
19 Adorable Lingerie Sets To Wear On Valentine's Day,9,1
How To Fake Your Way Through The Super Bowl,3,1
Are You In Your Freshman Or Senior Year,0,1
